FoodID,Calories_per_100g,Protein_g_per_100g,Fat_g_per_100g,Carbs_g_per_100g,Fiber_g_per_100g,Vit_A_IU_per_100g,Vit_C_mg_per_100g,Vit_D_ug_per_100g,Vit_E_mg_per_100g,Vit_B1_mg_per_100g,Iron_mg_per_100g,Calcium_mg_per_100g,Potassium_mg_per_100g,Polyphenols_mg_per_100g,Phytosterols_mg_per_100g
F005447,170.6,29.2,15.8,0.0,0.0,680.22,15.64,3.5,0.53,1.213,10.42,219.48,227.28,123.52,48.39
F005448,60.0,3.1,1.1,2.1,5.0,786.01,53.3,7.63,8.81,1.435,14.5,365.16,587.71,83.3,189.69
F005449,325.9,9.4,4.2,74.0,2.7,472.19,15.35,1.92,8.4,0.884,13.6,112.74,748.72,76.4,55.7
F005450,32.9,3.5,1.4,14.6,5.9,745.35,6.31,7.63,3.26,1.38,9.34,169.97,596.53,134.03,35.14
F005451,70.9,0.7,0.1,23.0,4.4,37.3,19.81,6.02,2.35,0.46,13.69,109.08,524.18,172.43,169.13
F005452,616.1,25.9,59.2,11.0,6.1,544.44,9.0,3.34,2.04,1.139,6.03,107.91,508.41,129.94,77.87
F005453,626.6,20.7,48.9,11.7,8.6,39.21,55.68,2.44,9.97,0.15,6.26,28.41,438.54,60.45,168.08
F005454,16.0,2.0,1.2,17.4,5.6,340.92,60.88,7.64,4.62,0.513,5.14,330.58,340.27,195.02,120.45
F005455,331.2,6.1,10.8,57.0,10.6,141.68,69.32,1.02,3.71,1.403,5.57,387.92,471.49,208.46,6.48
F005456,55.6,0.8,1.0,16.4,3.3,3.47,40.91,0.18,1.74,0.414,6.83,177.24,617.94,154.19,124.83
F005457,54.5,0.3,0.5,9.0,1.2,1157.52,21.1,7.07,5.05,0.037,11.02,322.15,191.4,3.2,48.16
F005458,64.7,4.6,5.6,6.7,0.0,980.45,10.01,1.13,5.1,1.463,3.58,160.01,32.82,103.71,101.01
F005459,45.4,5.5,0.7,17.5,2.2,1134.01,32.77,1.01,1.69,1.314,1.93,209.5,239.16,185.73,49.87
F005460,363.8,9.8,3.8,70.0,2.7,1094.32,75.96,3.45,7.13,0.671,2.61,114.67,484.8,72.48,108.0
F005461,644.1,13.2,40.2,25.2,5.0,129.42,70.1,6.04,7.63,0.565,0.85,61.59,112.51,181.94,58.63
F005462,411.3,8.5,7.1,32.4,20.3,1132.55,7.53,0.61,4.07,0.633,0.09,278.21,229.06,8.06,77.73
F005463,10.2,3.3,1.4,14.9,0.0,243.08,57.03,3.53,1.9,0.91,12.86,113.12,415.15,164.94,113.86
F005464,358.9,11.9,1.4,72.0,2.0,817.44,73.01,3.57,8.2,0.278,10.21,104.1,433.54,119.54,62.87
F005465,171.6,26.3,9.9,0.0,0.0,738.3,68.37,3.52,8.5,0.294,4.07,291.47,108.31,97.52,157.55
F005466,641.2,23.2,51.1,28.5,11.1,6.7,24.18,4.27,0.58,1.115,2.06,215.97,774.59,216.78,165.87
F005467,239.1,27.1,15.2,0.0,0.0,864.35,27.09,7.01,9.62,0.6,6.94,111.27,516.17,196.34,58.32
F005468,325.9,9.7,2.2,75.8,2.8,590.66,16.91,3.56,6.5,0.016,1.26,253.61,466.12,261.87,173.4
F005469,853.4,0.0,95.9,0.0,0.0,847.4,63.29,6.46,0.79,0.044,11.97,258.77,603.51,289.52,75.15
F005470,844.8,0.0,94.6,0.0,0.0,606.9,50.86,4.85,4.11,0.679,13.62,255.92,764.45,258.53,104.39
F005471,28.9,2.6,0.2,13.1,4.4,605.48,40.05,0.05,6.67,0.914,9.16,107.77,172.28,163.45,0.71
F005472,307.7,9.9,7.2,46.4,27.5,121.68,79.41,4.12,7.06,1.336,10.61,34.01,243.72,23.53,141.55
F005473,358.8,5.7,8.4,36.2,25.4,326.03,44.23,4.36,8.29,0.193,11.43,241.6,342.56,181.42,41.47
F005474,53.9,0.9,0.3,8.3,4.1,295.74,4.8,3.3,1.03,1.212,10.08,131.77,203.02,16.02,167.68
F005475,625.7,23.4,52.6,16.8,11.7,913.32,13.16,5.38,4.08,0.761,8.95,163.22,132.08,294.15,27.44
F005476,116.0,3.2,4.7,30.6,0.0,661.81,9.07,2.0,2.95,0.39,7.04,141.45,706.51,69.84,145.84
F005477,227.0,15.9,15.6,0.0,0.0,765.8,44.84,3.11,7.15,1.421,5.37,19.15,230.06,175.2,141.01
F005478,806.3,0.0,92.2,0.0,0.0,1102.49,18.22,3.12,3.36,1.013,10.06,148.18,217.62,271.68,111.58
F005479,353.3,5.8,5.9,34.6,27.7,998.34,36.1,5.58,2.04,0.471,14.11,46.99,46.73,285.28,62.69
F005480,67.7,7.8,14.0,8.1,0.0,355.96,39.99,7.33,2.33,0.343,8.76,181.35,530.52,204.1,52.69
F005481,888.9,0.0,98.8,0.0,0.0,160.1,40.15,6.71,2.26,0.877,4.42,30.53,774.82,26.36,70.32
F005482,285.1,6.7,11.2,37.4,12.8,272.28,74.5,2.86,5.91,1.394,9.52,182.78,182.54,69.78,33.83
F005483,848.4,0.0,95.6,0.0,0.0,272.43,46.68,1.69,5.24,1.463,4.79,386.02,781.93,275.68,192.0
F005484,80.5,0.9,0.4,19.5,3.8,857.53,9.72,6.53,5.02,1.028,1.66,224.85,240.87,209.09,113.52
F005485,275.0,11.3,8.0,9.8,0.0,142.03,35.27,4.03,5.51,0.381,13.03,72.02,573.65,249.92,67.76
F005486,118.5,26.9,7.0,0.0,0.0,966.36,5.79,6.54,6.5,1.144,12.89,65.66,706.61,95.43,12.36
F005487,57.5,1.5,0.7,13.3,4.7,931.01,24.89,7.74,7.1,1.308,14.27,13.46,746.74,151.04,117.06
F005488,319.2,20.7,4.5,58.8,10.3,1169.16,34.19,4.34,8.21,0.647,11.77,205.81,663.82,282.12,43.58
F005489,815.6,0.0,92.1,0.0,0.0,31.98,2.71,3.79,8.87,0.634,8.66,370.77,27.49,50.64,137.22
F005490,79.8,1.4,0.9,16.9,1.3,187.43,72.35,0.31,1.4,0.132,4.56,6.22,619.01,81.94,53.36
F005491,882.6,0.0,95.8,0.0,0.0,779.43,10.63,6.0,2.3,1.051,6.08,346.64,187.06,276.15,86.89
F005492,306.6,19.0,1.6,60.0,6.9,277.08,42.35,6.88,0.14,1.482,4.27,1.09,451.58,5.36,3.45
F005493,336.6,9.2,1.6,77.3,2.0,1168.5,76.21,6.27,4.73,1.144,0.2,12.22,33.17,169.64,130.07
F005494,332.6,9.5,5.4,35.3,27.4,562.93,1.74,1.03,3.1,1.277,10.89,341.86,704.88,87.15,165.78
F005495,314.2,7.1,13.3,55.9,18.0,1033.85,77.81,0.1,5.47,0.004,13.33,150.56,791.27,136.15,152.65
F005496,239.6,16.1,15.1,0.0,0.0,275.0,21.47,6.29,2.2,0.27,3.63,225.85,244.65,80.25,179.64
F005497,514.7,17.2,47.9,19.7,11.6,418.15,47.2,2.27,9.51,0.447,7.92,233.97,398.5,266.09,159.18
F005498,52.1,2.5,1.2,18.7,5.5,312.57,55.68,6.61,6.16,0.15,8.6,199.94,702.71,94.04,82.53
F005499,412.8,10.8,10.7,58.1,26.3,217.77,57.21,6.81,5.55,1.025,9.94,175.51,477.82,264.15,33.49
F005500,280.0,13.0,2.8,8.2,0.0,785.42,52.72,5.74,2.67,0.106,6.49,352.46,676.74,240.13,94.52
F005501,53.0,0.8,0.7,24.0,4.3,485.76,64.27,0.27,5.55,0.317,4.61,159.2,511.76,117.37,9.96
F005502,113.1,20.9,15.0,0.0,0.0,169.8,69.52,4.49,3.09,1.133,5.83,6.2,289.48,276.58,72.81
F005503,575.2,26.3,45.4,21.0,11.0,170.45,73.81,0.48,5.96,1.32,14.75,187.79,684.24,141.64,128.93
F005504,111.1,18.7,5.3,2.8,0.0,333.02,56.01,6.45,3.52,0.32,4.47,245.93,548.72,215.06,161.42
F005505,68.3,5.1,0.9,18.3,1.7,176.02,10.3,3.0,9.44,0.613,4.66,116.17,125.48,92.78,78.45
F005506,565.4,22.5,45.6,27.9,7.2,936.94,33.87,2.31,2.81,1.384,7.58,244.19,654.78,200.27,45.96
F005507,141.6,24.8,10.1,0.0,0.0,1039.2,29.68,7.8,8.02,1.277,0.18,236.06,521.63,88.63,50.46
F005508,206.3,16.8,19.5,8.1,0.0,142.03,24.79,6.51,0.41,0.982,3.16,44.94,256.72,152.76,105.41
F005509,117.4,6.4,13.3,5.1,0.0,942.25,41.34,6.19,5.62,0.573,6.52,58.83,617.77,245.39,152.36
F005510,3.5,3.1,2.0,6.3,0.0,854.74,40.27,3.39,3.16,1.462,6.85,62.65,422.83,262.94,101.94
F005511,308.3,19.7,1.8,56.3,8.9,779.66,16.14,6.43,0.61,1.394,9.14,36.03,310.61,50.33,94.26
F005512,879.6,0.0,96.8,0.0,0.0,673.29,77.14,7.29,8.62,0.087,10.76,5.95,400.42,207.97,36.39
F005513,252.9,10.9,7.4,44.1,24.4,1192.58,56.4,6.48,8.18,0.5,0.04,246.98,773.54,184.37,171.54
F005514,350.3,22.7,1.6,54.5,10.0,404.99,49.75,0.17,1.42,0.13,0.72,347.17,330.21,125.29,179.73
F005515,518.7,12.0,53.8,28.8,6.2,190.63,62.13,2.32,0.18,0.365,11.9,276.19,369.48,59.48,19.34
F005516,23.5,5.0,0.7,5.1,1.8,172.1,16.85,6.3,5.07,0.473,0.11,71.98,548.3,32.03,125.85
F005517,35.7,1.1,0.5,21.7,4.3,855.24,43.87,6.05,6.62,1.055,2.86,112.07,604.08,58.83,0.26
F005518,16.4,1.4,1.1,18.4,3.7,720.65,71.93,2.76,7.05,0.037,8.57,177.41,784.37,146.48,157.72
F005519,71.5,5.4,10.4,2.1,0.0,1030.27,71.5,3.72,3.28,0.831,2.13,358.05,630.83,1.09,6.58
F005520,285.6,8.0,9.9,54.2,13.9,1033.55,8.61,3.1,6.52,1.175,9.19,244.8,753.34,213.98,138.76
F005521,22.3,5.8,0.5,3.7,4.4,1110.36,62.35,6.43,3.31,0.016,12.49,265.46,702.6,70.74,9.06
F005522,323.1,10.8,9.6,56.9,23.2,165.38,78.09,3.45,2.19,1.369,12.08,46.76,564.91,87.2,165.1
F005523,801.0,0.0,99.5,0.0,0.0,470.0,60.77,6.01,2.95,1.3,11.22,348.9,727.79,193.64,82.05
F005524,397.9,8.0,8.8,30.8,21.9,1164.05,17.21,4.57,8.67,1.051,6.66,8.36,270.26,226.65,191.14
F005525,162.6,3.4,5.0,40.1,0.0,436.23,67.18,2.88,0.03,0.488,12.04,209.1,496.08,211.84,127.65
F005526,132.2,21.0,4.4,0.0,0.0,104.35,21.11,1.99,1.42,1.2,12.67,1.19,709.88,149.95,187.19
F005527,806.6,0.0,92.3,0.0,0.0,600.05,20.54,3.7,8.85,0.473,8.0,349.06,363.1,252.13,34.82
F005528,552.5,14.0,44.9,25.9,11.0,222.98,28.26,0.91,3.15,0.623,10.9,271.35,710.18,204.02,176.31
F005529,39.5,3.6,4.8,3.3,0.0,635.78,76.8,1.1,9.34,0.439,11.83,301.93,738.3,57.83,115.71
F005530,307.2,19.8,3.3,51.2,6.8,404.85,78.71,5.56,9.8,0.831,14.88,261.18,189.27,107.51,116.34
F005531,42.8,4.1,1.1,30.5,0.0,858.35,13.87,2.68,5.33,1.464,9.06,110.12,778.63,133.03,124.22
F005532,396.9,6.5,8.7,49.2,22.1,1172.27,22.17,4.58,8.27,1.228,6.34,22.36,594.33,242.76,95.65
F005533,219.5,24.3,10.8,6.2,0.0,983.65,48.21,5.47,0.64,1.124,14.58,248.72,513.75,289.23,120.8
F005534,365.9,9.2,6.2,30.6,22.3,961.47,59.59,1.76,6.16,1.42,10.79,197.53,468.86,25.1,66.06
F005535,68.2,2.0,0.9,8.5,3.1,679.45,49.87,0.55,7.4,0.951,9.35,184.42,92.12,250.44,76.75
F005536,601.1,21.4,59.2,22.1,7.1,1171.75,19.06,5.2,5.13,1.484,2.18,140.97,373.68,107.39,34.77
F005537,894.2,0.0,97.6,0.0,0.0,581.56,5.95,1.23,3.67,0.96,6.24,199.41,660.03,224.16,166.1
F005538,892.8,0.0,97.6,0.0,0.0,1089.4,65.03,6.14,1.41,1.18,4.81,183.32,311.8,116.74,67.04
F005539,226.4,22.0,5.5,7.9,0.0,574.9,26.97,0.6,6.07,0.254,5.43,116.06,297.07,76.01,87.58
F005540,310.2,9.4,11.0,31.4,12.3,129.78,77.39,4.99,4.34,0.828,5.45,256.98,75.01,278.44,125.51
F005541,69.4,4.0,0.8,8.7,2.5,587.14,29.51,1.63,7.18,0.984,4.32,11.04,293.38,114.65,156.77
F005542,601.0,27.3,49.4,18.3,5.7,933.62,64.13,2.33,9.87,0.469,13.85,280.39,568.95,89.69,73.01
F005543,584.0,18.5,47.0,16.5,6.8,586.03,15.91,0.88,0.45,0.688,7.86,23.55,766.32,163.98,65.84
F005544,230.3,16.9,5.2,8.4,0.0,80.13,3.85,1.17,2.91,0.099,11.82,245.02,325.12,229.79,143.17
F005545,146.9,12.8,17.4,3.1,0.0,729.61,73.73,2.49,1.4,0.367,0.71,57.46,509.6,223.59,2.66
F005546,559.7,12.1,59.8,13.3,8.6,412.07,50.51,7.73,7.59,1.242,6.12,236.64,517.11,165.4,93.36
F005547,32.0,1.9,0.4,7.4,3.9,105.05,17.87,6.31,0.62,1.156,14.9,278.06,480.3,228.34,0.09
F005548,20.1,0.2,4.7,32.6,0.0,481.8,55.29,2.5,7.45,0.669,4.52,235.85,518.64,30.61,186.1
F005549,63.5,1.5,0.7,20.4,3.7,1036.78,2.77,2.56,6.29,1.089,0.02,32.4,105.16,23.42,43.1
F005550,369.5,9.2,2.7,72.3,1.1,47.11,71.52,0.39,4.25,0.211,13.86,180.73,642.58,43.99,105.17
F005551,321.4,10.0,14.1,38.7,14.9,770.69,78.42,3.03,6.72,1.41,14.17,205.49,656.05,53.21,131.34
F005552,882.7,0.0,93.8,0.0,0.0,959.7,77.87,1.54,6.49,1.009,7.01,190.19,196.79,82.73,96.32
F005553,140.0,1.6,3.5,20.5,0.0,143.99,7.43,1.42,9.77,1.012,9.62,342.82,325.93,115.98,131.17
F005554,342.3,19.0,3.7,55.5,6.0,617.59,32.98,1.93,0.23,1.167,12.12,385.28,739.74,44.64,106.8
F005555,101.6,2.3,3.6,25.2,0.0,406.3,27.91,7.57,6.98,0.795,8.8,169.94,399.85,93.39,68.52
F005556,553.2,10.4,57.7,19.1,8.3,218.29,63.05,2.13,8.55,0.599,3.99,37.68,666.91,272.47,57.25
F005557,24.3,2.4,1.4,15.2,1.2,498.38,65.87,1.73,4.29,0.423,7.43,348.65,227.67,64.82,178.44
F005558,77.9,1.2,0.3,15.5,3.9,7.29,34.67,2.43,2.58,0.677,0.52,222.81,317.93,274.06,118.63
F005559,33.4,1.9,0.9,22.0,2.6,1140.62,59.29,6.14,5.98,1.473,1.54,148.59,324.43,18.23,161.53
F005560,18.9,1.3,1.1,12.6,5.8,392.95,3.66,2.69,4.98,0.941,7.49,330.87,707.72,235.32,32.98
F005561,315.2,10.5,15.0,39.3,17.7,707.89,45.19,0.51,5.21,0.433,4.93,37.33,202.09,24.38,148.1
F005562,537.7,12.9,50.3,14.1,5.9,466.09,60.57,2.87,2.71,0.297,13.25,320.46,147.81,221.58,32.46
F005563,362.3,10.3,3.7,73.4,2.6,178.64,8.78,3.86,9.04,0.891,0.84,16.91,536.61,209.57,58.63
F005564,810.0,0.0,91.7,0.0,0.0,704.47,1.24,1.73,9.74,0.634,3.17,172.26,48.12,289.98,170.79
F005565,358.7,10.2,1.6,71.8,1.4,1019.68,77.08,1.6,6.72,1.146,13.79,17.36,61.88,85.23,105.93
F005566,38.2,5.1,0.8,2.9,3.2,1029.74,64.04,6.52,0.9,1.322,9.17,178.53,525.7,176.18,179.7
F005567,892.8,0.0,99.6,0.0,0.0,1156.91,65.48,0.44,3.35,0.795,11.5,129.23,522.06,209.37,72.63
F005568,48.5,1.1,0.8,3.7,5.3,164.1,32.74,3.05,5.57,0.619,7.67,307.65,308.12,112.45,88.4
F005569,541.1,10.7,56.0,21.2,10.7,193.48,57.21,4.17,8.04,1.199,8.32,177.53,252.88,184.39,21.31
F005570,214.4,26.2,16.4,0.0,0.0,802.23,2.57,3.83,2.07,0.383,11.13,158.78,324.57,177.9,83.16
F005571,326.4,8.1,9.3,46.1,10.8,533.24,19.67,0.92,0.99,1.335,9.99,247.5,729.16,264.87,3.84
F005572,6.6,0.9,0.3,18.0,0.0,1156.67,48.86,6.18,6.79,0.477,13.3,158.32,311.41,154.87,178.48
F005573,37.7,0.7,0.6,13.7,1.5,712.53,31.23,0.02,2.96,0.57,6.36,377.53,498.41,220.93,22.7
F005574,38.2,2.4,1.4,7.4,1.2,1080.37,21.44,2.99,4.31,1.434,5.87,276.19,795.37,287.43,25.76
F005575,169.5,25.5,6.8,0.0,0.0,600.38,29.26,1.02,1.52,1.315,12.78,148.15,11.09,160.36,54.84
F005576,366.2,8.3,4.5,70.4,2.8,905.88,67.75,1.33,2.52,1.285,12.65,26.7,142.8,105.26,192.76
F005577,342.3,21.0,3.4,50.2,11.0,1016.8,1.46,6.29,6.02,0.601,10.88,337.02,55.41,139.3,103.36
F005578,185.5,0.5,0.2,29.2,0.0,319.01,22.18,1.23,5.58,0.044,6.73,148.04,372.2,5.04,12.07
F005579,361.0,10.1,2.6,71.0,2.0,303.76,22.5,7.86,4.33,1.142,4.25,212.23,94.38,131.21,68.46
F005580,360.5,9.7,1.4,74.6,1.3,39.89,55.51,6.51,7.43,1.041,4.81,173.56,175.68,230.37,161.33
F005581,373.2,11.0,12.4,41.1,25.0,691.32,76.3,2.59,4.73,1.46,0.03,249.72,116.87,291.24,146.21
F005582,273.2,11.6,11.5,49.7,13.0,297.14,40.71,3.1,8.73,1.095,9.27,289.41,589.65,286.99,193.14
F005583,82.3,0.6,0.8,19.1,2.5,1123.79,6.99,5.43,6.77,0.342,1.7,327.64,146.47,99.31,68.2
F005584,147.4,3.1,0.4,42.4,0.0,630.68,42.81,7.13,1.61,0.802,9.62,35.26,557.11,241.03,49.22
F005585,221.4,23.9,11.3,2.1,0.0,968.26,32.34,3.93,0.68,1.261,5.93,59.07,86.99,294.6,49.07
F005586,642.0,12.4,59.9,27.6,10.6,521.44,42.13,6.03,2.46,0.575,8.3,233.1,590.08,46.38,13.98
F005587,102.2,2.6,0.2,21.9,0.0,826.04,64.62,2.38,4.07,0.338,7.63,186.9,752.53,1.55,167.94
F005588,301.4,21.3,3.4,59.3,8.9,94.15,73.56,3.7,8.4,0.856,1.85,116.83,687.4,84.41,10.33
F005589,860.0,0.0,96.0,0.0,0.0,432.76,51.58,0.22,2.4,1.413,5.04,0.1,445.61,118.61,37.38
F005590,79.1,0.4,0.3,19.0,1.4,839.92,63.16,2.7,2.89,1.363,3.94,339.33,543.31,201.24,118.51
F005591,247.9,21.8,9.4,0.0,0.0,940.19,55.61,7.43,8.36,0.524,11.7,288.04,682.78,194.43,126.61
F005592,597.3,23.7,52.0,27.1,9.0,483.19,74.85,5.95,3.26,0.661,14.82,278.29,690.97,149.58,155.0
F005593,358.6,10.5,12.9,51.8,25.2,828.42,20.77,3.83,2.2,0.049,9.38,83.82,279.78,289.23,47.31
F005594,250.4,8.7,11.2,44.5,24.5,1084.68,56.99,1.06,7.59,0.949,14.63,201.83,285.03,158.97,35.03
F005595,67.7,1.3,0.6,17.1,2.1,613.96,54.82,0.6,2.99,0.265,4.29,190.95,732.2,81.81,171.02
F005596,190.3,4.3,3.2,8.3,0.0,799.26,72.99,6.96,5.62,0.018,8.52,348.47,325.94,57.14,109.56
F005597,77.8,12.7,16.3,9.8,0.0,497.84,76.05,5.09,5.79,1.224,8.46,61.54,657.86,148.98,9.72
F005598,332.5,12.0,7.3,31.3,17.5,141.94,30.63,4.04,5.51,0.21,12.8,259.47,346.46,94.65,164.73
F005599,321.5,11.7,6.2,54.1,29.7,1131.44,29.31,0.31,7.41,0.796,12.64,163.08,739.69,176.35,7.2
F005600,303.6,21.1,1.7,57.5,10.0,525.8,78.49,0.86,2.9,1.472,13.3,190.6,41.07,129.85,6.73
F005601,236.1,21.8,12.3,2.8,0.0,582.01,53.14,5.74,9.05,0.46,13.83,333.99,144.07,246.14,75.71
F005602,19.3,1.2,0.1,29.9,0.0,56.98,60.16,4.15,7.6,0.787,11.45,216.19,542.76,130.95,11.03
F005603,340.6,6.2,2.9,72.7,2.3,913.68,7.69,5.61,8.69,0.945,0.44,367.46,269.88,256.07,165.36
F005604,124.4,24.3,4.4,5.6,0.0,1093.92,30.1,4.26,8.78,0.699,3.73,206.62,369.12,88.21,178.36
F005605,327.1,24.4,4.4,59.5,6.9,172.58,26.08,4.34,3.07,0.664,8.03,290.81,618.05,247.74,89.14
F005606,329.8,18.4,4.5,59.2,11.5,467.18,78.82,5.38,8.31,0.549,7.21,142.11,135.01,90.64,133.97
F005607,150.0,26.7,15.3,0.0,0.0,233.4,50.4,3.16,4.03,0.236,6.85,328.47,18.96,287.09,34.38
F005608,425.5,5.4,14.5,52.1,14.6,1041.05,8.63,6.03,1.31,0.107,7.82,262.52,678.47,293.02,1.02
F005609,438.6,6.0,14.7,33.9,13.9,57.81,67.24,6.92,7.73,0.379,13.12,293.88,797.74,161.51,125.18
F005610,631.7,28.2,57.5,25.3,5.7,955.02,43.64,7.82,6.66,0.673,5.32,381.6,185.63,176.61,125.8
F005611,78.7,0.6,0.5,16.3,3.5,284.33,14.85,5.74,5.88,0.484,14.0,67.2,34.11,193.27,107.51
F005612,232.9,28.8,3.4,0.0,0.0,819.41,66.33,4.61,9.25,0.865,6.13,55.54,386.14,94.06,113.08
F005613,93.5,1.9,0.3,9.7,4.9,459.43,17.05,5.78,3.84,0.238,9.46,342.24,574.3,280.41,137.13
F005614,349.9,23.7,4.8,58.4,9.6,727.92,51.76,5.09,5.96,0.974,5.46,247.23,769.93,156.85,113.23
F005615,344.4,9.0,3.6,71.5,2.8,1087.91,8.49,3.27,1.52,0.832,5.2,179.94,91.56,233.83,97.41
F005616,367.8,11.6,3.5,70.6,1.4,80.65,58.47,2.71,6.96,0.934,0.31,338.04,444.48,229.6,97.57
F005617,29.9,4.4,2.7,27.9,0.0,151.56,12.78,1.12,1.89,0.203,6.22,148.44,295.55,196.82,61.3
F005618,43.8,1.9,1.0,10.9,2.6,590.17,74.97,0.96,7.75,1.499,3.62,207.85,323.0,77.52,24.21
F005619,607.0,16.8,44.2,16.4,5.5,669.41,54.01,0.05,0.94,0.24,12.37,202.35,486.99,163.69,185.16
F005620,817.4,0.0,97.9,0.0,0.0,1187.73,0.42,5.42,9.49,1.478,8.98,8.75,141.07,147.71,69.96
F005621,336.5,6.7,1.6,71.8,2.1,789.64,57.81,6.9,9.18,1.081,7.84,104.72,761.69,232.65,184.72
F005622,64.0,1.6,0.8,12.3,1.8,670.32,79.22,3.21,7.73,1.2,4.89,221.54,338.71,265.55,18.61
F005623,364.1,11.8,3.9,74.3,2.6,277.61,18.8,7.11,8.04,0.011,7.51,86.51,37.51,55.57,1.49
F005624,191.8,18.0,13.9,0.0,0.0,557.33,73.23,0.18,2.47,0.633,12.02,265.35,345.86,3.69,100.15
F005625,59.7,5.5,0.2,5.8,2.6,717.81,49.34,4.62,3.79,0.145,12.7,370.1,31.93,26.44,6.21
F005626,86.3,0.6,0.4,19.3,1.6,100.63,17.07,2.43,8.61,1.184,12.25,115.96,718.5,113.85,33.29
F005627,367.3,11.5,2.3,71.5,2.9,1095.87,31.24,3.05,8.59,1.111,6.5,320.13,743.48,299.38,42.19
F005628,337.7,7.5,10.2,59.9,27.6,1039.64,65.71,5.65,1.16,0.527,10.41,94.09,274.73,259.94,114.91
F005629,865.2,0.0,92.9,0.0,0.0,1066.81,62.21,7.9,8.73,1.393,1.91,182.0,232.15,182.06,160.24
F005630,325.3,6.9,1.5,73.6,2.1,1165.7,35.24,2.69,1.33,0.803,5.0,273.74,548.0,186.22,55.85
F005631,349.8,7.0,4.8,72.4,1.2,420.79,2.63,3.36,7.72,0.667,12.65,157.13,291.23,52.42,28.82
F005632,35.9,1.9,0.5,4.4,2.8,236.48,7.55,0.03,6.28,0.154,6.13,374.16,487.4,87.18,124.61
F005633,74.2,5.7,1.0,8.8,5.8,74.09,17.61,4.44,4.57,0.032,8.89,177.53,541.85,172.5,87.59
F005634,177.3,15.4,8.0,0.0,0.0,465.9,73.17,5.25,9.01,0.52,0.73,52.15,743.55,29.92,130.8
F005635,83.7,0.8,4.2,44.1,0.0,272.22,79.2,1.66,2.6,0.061,11.83,39.34,318.11,81.67,65.85
F005636,96.8,1.9,0.1,8.3,2.1,947.45,32.12,0.0,3.54,0.147,14.1,270.77,190.63,24.68,134.06
F005637,622.9,25.7,47.1,25.1,8.5,288.67,30.23,7.03,3.26,1.405,6.7,251.78,796.59,39.05,98.75
F005638,61.2,1.8,0.4,24.6,4.5,689.53,68.43,6.04,5.06,1.368,14.03,160.08,329.64,8.19,99.64
F005639,40.8,5.2,0.7,12.5,2.5,724.41,60.06,0.66,3.02,0.235,0.2,114.47,48.82,86.58,15.12
F005640,48.6,0.7,0.5,11.5,1.8,310.31,9.39,2.23,2.58,1.249,1.88,342.95,688.03,62.17,173.1
F005641,641.5,13.3,58.0,27.2,9.1,1129.32,11.6,5.21,9.39,1.154,2.58,126.03,679.66,12.95,61.97
F005642,593.7,20.5,59.4,14.8,6.6,483.35,25.49,4.91,1.91,0.727,11.49,395.0,173.73,16.26,35.1
F005643,37.1,0.5,0.9,24.4,3.5,991.61,33.0,1.7,9.61,0.182,3.46,228.92,362.95,101.74,193.69
F005644,34.0,0.9,0.6,7.6,3.6,1097.95,53.4,2.88,5.98,0.538,7.34,176.31,473.57,215.82,118.16
F005645,220.3,13.4,5.6,2.0,0.0,1087.21,12.32,6.02,2.44,0.659,7.82,5.04,531.15,75.83,7.85
F005646,316.6,22.0,2.7,58.9,10.0,1197.14,65.63,7.26,9.11,0.684,0.37,392.73,421.99,132.92,179.33
F005647,126.7,13.1,3.0,8.1,0.0,919.89,49.54,5.84,8.61,0.886,3.63,125.48,651.33,265.65,110.77
F005648,155.1,26.6,9.6,0.0,0.0,750.38,23.65,1.36,4.19,0.268,8.79,208.67,410.88,12.55,44.89
F005649,528.2,20.1,55.9,18.9,9.3,603.47,29.85,5.31,4.4,1.401,8.83,193.4,234.18,74.84,59.33
F005650,155.1,0.8,0.6,44.7,0.0,121.21,79.32,3.46,5.38,0.861,12.15,370.94,637.11,175.03,51.49
F005651,221.4,15.3,21.7,7.0,0.0,363.75,31.52,3.81,5.92,1.241,10.3,29.77,264.34,3.1,60.88
F005652,160.8,20.6,5.1,0.0,0.0,787.22,75.16,0.36,0.2,0.372,12.29,81.77,456.73,53.53,40.46
F005653,181.8,4.7,4.1,2.4,0.0,367.04,74.8,2.23,6.9,0.913,1.51,139.95,334.34,293.23,148.8
F005654,114.3,16.9,9.6,0.0,0.0,233.14,28.64,1.64,5.8,1.313,8.48,114.87,193.9,243.33,60.42
F005655,406.7,8.5,6.5,57.7,29.9,884.82,55.86,2.06,4.2,0.162,11.36,84.52,760.68,201.33,6.82
F005656,325.0,6.4,11.1,31.8,16.8,149.08,60.84,3.28,6.18,0.27,14.32,178.28,571.99,53.07,199.02
F005657,359.5,20.1,1.3,54.2,10.4,990.21,23.17,2.52,5.84,0.714,8.79,116.72,724.51,209.12,66.87
F005658,866.6,0.0,97.5,0.0,0.0,1149.89,9.61,2.16,6.81,0.15,5.87,300.97,680.33,256.42,176.28
F005659,331.8,20.4,4.5,53.8,10.0,428.27,18.39,0.26,3.18,0.659,5.1,352.83,94.17,244.17,160.79
F005660,328.0,19.1,1.1,53.1,7.0,388.05,67.4,0.13,2.83,0.35,12.45,254.38,289.88,182.64,34.6
F005661,331.0,9.9,6.4,39.9,19.8,57.46,74.96,5.8,0.46,1.207,5.9,215.12,35.78,261.54,69.47
